Du;Au;Nom de la course;Catégorie;Organisateur;Discipline;Département;lieu
08/05/23;08/05/23;CHAMPIONNATS DU CANTAL;Open1 hommes et +;SPRINTER CLUB AURILLACOIS;Route;15;LADINHAC
08/05/23;08/05/23;CHAMPIONNATS DU CANTAL;U17 hommes;SPRINTER CLUB AURILLACOIS;Route;15;LADINHAC
08/05/23;08/05/23;CHAMPIONNATS DU CANTAL;U15 hommes;SPRINTER CLUB AURILLACOIS;Route;15;LADINHAC
08/05/23;08/05/23;CHAMPIONNATS DU CANTAL;Ecole de route;SPRINTER CLUB AURILLACOIS;Route;15;LADINHAC
08/05/23;08/05/23;GRAND PRIX LEO THOMAS;Ecole de route;G.O. LA LECHERE;Route;73;LA LÉCHÈRE
08/05/23;08/05/23;GRAND PRIX LEO THOMAS;U17 hommes;G.O. LA LECHERE;Route;73;LA LÉCHÈRE
08/05/23;08/05/23;GRAND PRIX LEO THOMAS;Access hommes;G.O. LA LECHERE;Route;73;LA LÉCHÈRE
07/05/23;07/05/23;GRAND PRIX DE LA ROCHE;Access hommes;UC TAIN TOURNON;Route;7;LA ROCHE DE GLUN
07/05/23;07/05/23;GRAND PRIX  DE LA ROCHE U17;U17 hommes;UC TAIN TOURNON;Route;7;LA ROCHE DE GLUN
07/05/23;07/05/23;PETIT PRIX DE LA ROCHE DE GLUN;Ecole de route;UC TAIN TOURNON;Route;7;LA ROCHE DE GLUN
07/05/23;07/05/23;GRAND PRIX DES INDUSTRIES DE BELLEY;Access hommes;U.C. CULOZ/BELLEY;Route;1;BELLEY
07/05/23;07/05/23;GRAND PRIX DES INDUSTRIES DE BELLEY;Open1 hommes et +;U.C. CULOZ/BELLEY;Route;1;BELLEY
06/05/23;06/05/23;TOUR DU PAYS D OLLIERGUES;U19 hommes fédéral;VELO CLUB AMBERTOIS ;Route;63;
06/05/23;06/05/23;ECOLE DE CYCLISME - JEUX ET SPRINTS;Ecole de route;LA MOTTE SERVOLEX CYCLISME;Route;73;LA MOTTE-SERVOLEX
06/05/23;06/05/23;GRAND PRIX DE SAINT PRIESAINT ECOLE DE CYCLISME;Ecole de route;E.C. SAINT PRIEST;Route;69;SAINT PRIESAINT
01/05/23;01/05/23;PRIX CYCLISTE "AU MAGASIN DE VELO";Open1 hommes et +;SPRINTER CLUB AURILLACOIS;Route;15;AURILLAC
01/05/23;01/05/23;GRAN PRIX DE CRUAS;Open3 hommes et +;SJVC MONTELIMAR;Route;7;CRUAS
01/05/23;01/05/23;GRAN PRIX DE CRUAS;U17 hommes;SJVC MONTELIMAR;Route;7;CRUAS
01/05/23;01/05/23;GRAN PRIX DE CRUAS;U15 hommes;SJVC MONTELIMAR;Route;7;CRUAS
01/05/23;01/05/23;GRAND PRIX DE LA MUNICIPALITE;Open2 hommes et +;R.O. CHAMBON FEUGEROLLES;Route;42;CHAMBON FEUGEROLLES
01/05/23;01/05/23;GRAND PRIX DE LA MUNICIPALITE;Open3 hommes et +;R.O. CHAMBON FEUGEROLLES;Route;42;CHAMBON FEUGEROLLES
01/05/23;01/05/23;GRAND PRIX DE LA MUNICIPALITE;U17 hommes;R.O. CHAMBON FEUGEROLLES;Route;42;CHAMBON FEUGEROLLES
01/05/23;01/05/23;GRAND PRIX DE LA MUNICIPALITE;Elites femmes (régional) et +;R.O. CHAMBON FEUGEROLLES;Route;42;CHAMBON FEUGEROLLES
01/05/23;01/05/23;GRAND PRIX DE LA MUNICIPALITE;Elites femmes (régional) et +;R.O. CHAMBON FEUGEROLLES;Route;42;CHAMBON FEUGEROLLES
01/05/23;01/05/23;GRAND PRIX DE LA MUNICIPALITE;Open3 hommes et +;R.O. CHAMBON FEUGEROLLES;Route;42;CHAMBON FEUGEOLLES
01/05/23;01/05/23;GRAND PRIX DE CHAVANOD;Access hommes;E.S. SEYNOD;Route;74;CHAVANOD
01/05/23;01/05/23;GRAND PRIX DE CHAVANOD;Open1 hommes et +;E.S. SEYNOD;Route;74;CHAVANOD
01/05/23;01/05/23;GRAND PRIX DE LA VILLE DE FONTAINE;Ecole de route;A.S. FONTAINE;Route;38;FONTAINE
01/05/23;01/05/23;GRAND PRIX DE LA VILLE DE FONTAINE;U17 hommes;A.S. FONTAINE;Route;38;FONTAINE
01/05/23;01/05/23;GRAND PRIX DE LA VILLE DE FONTAINE;Access hommes;A.S. FONTAINE;Route;38;FONTAINE
30/04/23;30/04/23;PRIX DE LA GARE;U17 femmes;VELO SPORT BRIVADOIS ;Route;43;BRIOUDE
30/04/23;30/04/23;PRIX DE LA GARE;U19 hommes régional;VELO SPORT BRIVADOIS ;Route;43;BRIOUDE
30/04/23;30/04/23;PRIX DE LA GARE;U17 hommes;VELO SPORT BRIVADOIS ;Route;43;BRIOUDE
30/04/23;30/04/23;PRIX DE LA GARE;Open2 hommes et +;VELO SPORT BRIVADOIS ;Route;43;BRIOUDE
30/04/23;30/04/23;TROPHEE V.LAVENU CADETS U17;U17 hommes;LA MOTTE SERVOLEX CYCLISME;Route;73;LA MOTTE-SERVOLEX
30/04/23;30/04/23;TROPHEE V.LAVENU MINIMES U15;U15 hommes;LA MOTTE SERVOLEX CYCLISME;Route;73;LA MOTTE-SERVOLEX
30/04/23;30/04/23;ROUTE ECOLE DE CYCLISME;Ecole de route;LA MOTTE SERVOLEX CYCLISME;Route;73;LA MOTTE-SERVOLEX
30/04/23;30/04/23;RONDE DU BASSIN SIOULE LIMAGNE;U19 hommes fédéral;GANNAT SPORTS EVENTS;Route;3;
30/04/23;30/04/23;GRAND PRIX DES HERMONES;Ecole de route;EVIAN VELO;Route;74;LE LYAUD 
30/04/23;30/04/23;GRAND PRIX DES HERMONES;U15 hommes;EVIAN VELO;Route;74;LE LYAUD 
30/04/23;30/04/23;GRAND PRIX DES HERMONES;U17 hommes;EVIAN VELO;Route;74;LE LYAUD 
29/04/23;29/04/23;2ÈME ETAPE DU TOUR DU CANTAL CADETS;U17 hommes;SPRINTER CLUB AURILLACOIS;Route;15;SECTEUR DE SAINT CERNIN 
29/04/23;29/04/23;GRAND PRIX DES ETS ADM METAL ROUTE ECOLE DE VÉLO ;Ecole de route;S.C. BOURG LES VALENCE;Route;26;BOURG LES VALENCE
23/04/23;23/04/23;PRIX DU PRINTEMPS;Access hommes;V.C. CLUSES SCIONZIER;Route;74;SCIONZIER
23/04/23;23/04/23;PRIX DU PRINTEMPS;U17 hommes;V.C. CLUSES SCIONZIER;Route;74;SCIONZIER
23/04/23;23/04/23;PRIX DU PRINTEMPS;U15 hommes;V.C. CLUSES SCIONZIER;Route;74;SCIONZIER
23/04/23;23/04/23;PRIX DE LA VILLE D'AUBENAS;U19 hommes fédéral;U.C. ALBENASSIENNE;Route;7;AUBENAS
23/04/23;23/04/23;TROPHEE SOUVENIR ROGER WALKOWIAK - VILLE DE CUSSET;Elite nationale hommes;AVENIR CYCLISTE CUSSET ;Route;3;CUSSET
23/04/23;23/04/23;PRIX DE SAINT LOUP;U17 hommes;A.C. TARARE/POPEY;Route;69;SAINT LOUP
23/04/23;23/04/23;PRIX DE SAINT LOUP;U15+U17 femmes;A.C. TARARE/POPEY;Route;69;SAINT LOUP
23/04/23;23/04/23;PRIX DE SAINT LOUP;U15 hommes;A.C. TARARE/POPEY;Route;69;SAINT LOUP
23/04/23;23/04/23;PRIX DE SAINT LOUP;Ecole de route;A.C. TARARE/POPEY;Route;69;SAINT LOUP
22/04/23;22/04/23;RENCONTRE ÉCOLE DE CYCLISME À ANNEYRON;Ecole de route;V.C. RAMBERTOIS;Route;26;ANNEYRON
22/04/23;22/04/23;PRIX DU CONSEIL DÉPARTEMENTAL;U19 hommes fédéral;U.C. ALBENASSIENNE;Route;7;AUBENAS
22/04/23;23/04/23;TROPHEE NATIONAL DES JEUNES SUR PISTE;Ecole de route;E.C. ST ETIENNE - LOIRE;Route;42;SAINT ETIENNE
22/04/23;23/04/23;LOIRE LADIES TOUR ELITE OPEN  + ACCESS +;Elites femmes (régional) et +;C.R.4 CHEMINS/ROANNE;Route;42;DÉPARTEMENT DE LA LOIRE
22/04/23;22/04/23;33E BOUCLE DE TRONCAIS SOUVENIR ROGER GUILLAUMIN;Elites hommes (régional) et +;AUMANCE TRONCAIS CYCLISME ;Route;3;HERISSON
19/04/23;19/04/23;PRIX DE LA Z.A LARGELIER COHADE;U17 femmes;VELO SPORT BRIVADOIS ;Route;43;LARGELIER- COHADE
16/04/23;16/04/23;GRAND PRIX DE ROMANS;Open2 hommes et +;V.S. ROMANAIS PEAGEOIS;Route;26;ROMANS
16/04/23;16/04/23;GRAND PRIX DE ROMANS;Ecole de route;V.S. ROMANAIS PEAGEOIS;Route;26;ROMANS
16/04/23;16/04/23;GRAND PRIX DES JEUNES DE CHALAIN LE COMTAL;U17 hommes;V.C. MONTBRISONNAIS;Route;42;CHALAIN LE COMTAL
16/04/23;16/04/23;GRAND PRIX DES JEUNES DE CHALAIN LE COMTAL;U15 hommes;V.C. MONTBRISONNAIS;Route;42;CHALAIN LE COMTAL
16/04/23;16/04/23;GRAND PRIX DES GLAISINS;Access hommes;U.C. CRAN GEVRIER;Route;74;ANNECY , PARC DES GLAISINS 
16/04/23;16/04/23;GRAND PRIX DES GLAISINS;Open1 hommes et +;U.C. CRAN GEVRIER;Route;74;PARC DES GLAISINS ANNECY 
16/04/23;16/04/23;PRIX VILLAVERDE;Ecole de route;R. O. MOULINS YZEURE AVERMES ;Route;3;NEUVY 
16/04/23;16/04/23;PRIX ALBERT PELISSERO;Open2 hommes et +;ISSOIRE CYCLISME;Route;63;ISSOIRE
16/04/23;16/04/23;PRIX JEAN VIALON;U17 hommes;ISSOIRE CYCLISME;Route;63;ISSOIRE
16/04/23;16/04/23;PRIX LOUIS FEUR;U15+U17 femmes;ISSOIRE CYCLISME;Route;63;ISSOIRE
16/04/23;16/04/23;PRIX EUGENE MARCHAND;Elites hommes (régional) et +;ISSOIRE CYCLISME;Route;63;ISSOIRE
16/04/23;16/04/23;CYCLO-CROSS D'EVIAN;Ecole de route;EVIAN VELO;Route;74;EVIAN LES BAINS
16/04/23;16/04/23;GRAND PRIX DE LA SAINT BOYON;Ecole de route;CHARVIEU CHAVAGNEUX I.C.;Route;38;CHARVIEU CHAVAGNEUX
16/04/23;16/04/23;GRAND PRIX DE LA SAINT BOYON;U17 hommes;CHARVIEU CHAVAGNEUX I.C.;Route;38;CHARVIEU CHAVAGNEUX
16/04/23;16/04/23;GRAND PRIX DE LA SAINT BOYON;U15 hommes;CHARVIEU CHAVAGNEUX I.C.;Route;38;CHARVIEU CHAVAGNEUX
16/04/23;16/04/23;GRAND PRIX FEMININ DE CHAMBERY OPEN;Elites femmes (régional) et +;CHAMBERY CYCLISME ORGANISATION;Route;73;CHAMBERY LE VIEUX
16/04/23;16/04/23;GRAND PRIX FEMININ DE CHAMBERY;UCI Femmes;CHAMBERY CYCLISME ORGANISATION;Route;73;CHAMBERY LE VIEUX
16/04/23;16/04/23;MONTEE CHRONOMETREE DE SIRAN;Grimpée chronométrée;A C V AURILLACOIS ;Route;15;LAROQUEBROU
16/04/23;16/04/23;TOUR DU BARRAGE DE NEPES;Open1 hommes et +;A C V AURILLACOIS ;Route;15;LAROQUEBROU
15/04/23;16/04/23;COUPE DE FRANCE DES DEPARTEMENTS CADETS SUD EST - CLM PAR EQUIPE;U17 hommes;TEAM CYCLISTE CHATEL-GUYON ;Route;63;
15/04/23;16/04/23;COUPE DE FRANCE DES DEPARTEMENTS MINIMES CADETTES SUD EST - CLM PAR EQUIPE;U15+U17 femmes;TEAM CYCLISTE CHATEL-GUYON ;Route;63;
15/04/23;15/04/23;CHAMPIONNATS AUVERGNE-RHÔNE-ALPES ROUTE CLM PAR EQUIPE;Test chronométré;TEAM CYCLISTE CHATEL-GUYON ;Route;63;CHATEL GUYON
10/04/23;10/04/23;PRIX UTZ;U17 hommes;VELO CLUB D'AMBERIEU;Route;1;VILLETTE SUR AIN
10/04/23;10/04/23;GRAND PRIX CYCLISTE SOUVENIR JEAN CLAPISSON;Access hommes;VELO CLUB D'AMBERIEU;Route;1;VILLETTE SUR AIN
10/04/23;10/04/23;GRAND PRIX CYCLISTE SOUVENIR JEAN CLAPISSON;Open2 hommes et +;VELO CLUB D'AMBERIEU;Route;1;VILLETTE SUR AIN
10/04/23;10/04/23;PRIX DES CORNARDS;Elites hommes (régional) et +;ISSOIRE SPORT ORGANISATION ;Route;63;BEAUMONT
10/04/23;10/04/23;GRAND PRIX DE VOUGY;Elite nationale hommes;C.R.4 CHEMINS/ROANNE;Route;42;VOUGY
10/04/23;10/04/23;JOURNEE NATIONALE DES ECOLES DE VELO;Ecole de route;AVENIR CYCLISTE CUSSET ;Route;3;CUSSET
09/04/23;09/04/23;PRIX DE LA TOUR DU PIN;Elites femmes (régional) et +;VELO CLUB TURRIPINOIS;Route;38;LA TOUR DU PIN
09/04/23;09/04/23;PRIX DE LA TOUR DU PIN ;Ecole de route;VELO CLUB TURRIPINOIS;Route;38;LA TOUR DU PIN
09/04/23;09/04/23;PRIX DE LA TOUR DU PIN FEMININE MINIMES CADETTES;U15+U17 femmes;VELO CLUB TURRIPINOIS;Route;38;LA TOUR DU PIN
09/04/23;09/04/23;COURSES CYCLISTE DE PAQUES;Open1 hommes et +;VELO CLUB MAURSOIS ;Route;15;TREMOUILLE ( COMMUNE DE  LADINHAC 15
09/04/23;09/04/23;COURSE CYCLISTE DE PAQUES;U17 hommes;VELO CLUB MAURSOIS ;Route;15;TREMOUILLE ( COMMUNE DE  LADINHAC 15
09/04/23;09/04/23;COURSE CYCLISTE DE PAQUES;U15 hommes;VELO CLUB MAURSOIS ;Route;15;TREMOUILLE ( COMMUNE DE  LADINHAC 15
09/04/23;09/04/23;PRIX DE VOUGY;Open1 hommes et +;C.R.4 CHEMINS/ROANNE;Route;42;VOUGY 
02/04/23;02/04/23;PRIX SOUVENIR ALEXIS GUILGAUT;Ecole de route;VELO CLUB D'AMBERIEU;Route;1;CHAZEY SUR AIN
02/04/23;02/04/23;PRIX PRIVALYS ;U17 hommes;VELO CLUB D'AMBERIEU;Route;1;CHAZEY SUR AIN
02/04/23;02/04/23;25ÈME GRAND PRIX DE LA MUNICIPALITE RAMBERTOISE;U15 hommes;V.C. RAMBERTOIS;Route;26;SAINT RAMBERT D'ALBON
02/04/23;02/04/23;25ÈME GRAND PRIX DE LA MUNICIPALITE RAMBERTOISE;U17 hommes;V.C. RAMBERTOIS;Route;26;SAINT RAMBERT D'ALBON
02/04/23;02/04/23;25ÈME GRAND PRIX DE LA MUNICIPALITE RAMBERTOISE;Open2 hommes et +;V.C. RAMBERTOIS;Route;26;SAINT RAMBERT D'ALBON
02/04/23;02/04/23;PRIX DE NEUVILLE SUR AIN;U19 hommes régional;BOURG EN BRESSE AIN CYCLISME;Route;1;NEUVILLE SUR AIN
02/04/23;02/04/23;PRIX DE NEUVILLE SUR AIN;Access hommes;BOURG EN BRESSE AIN CYCLISME;Route;1;NEUVILLE SUR AIN
01/04/23;01/04/23;PRIX DE LA MUNICIPALITE DE SERVANT;Open1 hommes et +;E. C. CLERMONT-FERRAND ;Route;63;SERVANT (63)
26/03/23;26/03/23;ANNEMASSE BELLEGARDE ET RETOUR;Elite nationale hommes;V.C. ANNEMASSE;Route;74;ANNEMASSE
26/03/23;26/03/23;GRAND PRIX DE LA VILLE D'ANNEMASSE;U17 hommes;V.C. ANNEMASSE;Route;74;ANNEMASSE
26/03/23;26/03/23;TOUR ARDECHE MERIDIONALE CDF NATIONALE 3;Elite nationale hommes;U.C. ALBENASSIENNE;Route;7;AUBENAS
26/03/23;26/03/23;LA CORIMA DROME PROVENCALE;Cyclosportive;SJVC MONTELIMAR;Route;26;MONTELIMAR
26/03/23;26/03/23;GRAND PRIX DE VIENNE;Open2 hommes et +;CLUB VIENNOIS D'ANIMAT CY;Route;38;VIENNE   GEMENS
26/03/23;26/03/23;GRAND PRIX DE VIENNE;Access hommes;CLUB VIENNOIS D'ANIMAT CY;Route;38;VIENNE   GEMENS
26/03/23;26/03/23;GRAND PRIX CYCLISAINTE DE SAINT CHAMOND;Access hommes;C.R. ST CHAMOND;Route;42;SAINT CHAMOND
26/03/23;26/03/23;GRAND PRIX CYCLISAINTE DE SAINT CHAMOND;Open2 hommes et +;C.R. ST CHAMOND;Route;42;SAINT CHAMOND
26/03/23;26/03/23;GRAND PRIX CYCLISAINTE DE SAINT CHAMOND;U17 hommes;C.R. ST CHAMOND;Route;42;SAINT CHAMOND
25/03/23;25/03/23;1ERE ETAPE TOUR CANTAL U17 ROUTE;U17 hommes;VELO CLUB MAURSOIS ;Route;15;MAURS
25/03/23;25/03/23;RENCONTRE DES ECOLES DE CYCLISME;Ecole de route;V.C. PIERRELATTE;Route;26;PIERRELATTE 
25/03/23;25/03/23;PRIX D'ATTENTE GP SAINT ETIENNE;Ecole de route;E.C. ST ETIENNE - LOIRE;Route;42;SAINT ETIENNE
25/03/23;25/03/23;GRAND PRIX DE SAINT ETIENNE;Elite nationale hommes;E.C. ST ETIENNE - LOIRE;Route;42;SAINT ETIENNE
19/03/23;19/03/23;PRIX DE LA Z.A LARGELIER COHADE;U17 hommes;VELO SPORT BRIVADOIS ;Route;43;LARGELIER-COHADE
19/03/23;19/03/23;JOURNEE COMPLETE DES ECOLES DE VELO Z.A LARGELIER COHADE;Ecole de route;VELO SPORT BRIVADOIS ;Route;43;LARGELIER- COHADE
19/03/23;19/03/23;SOUVENIR JACQUES MARTINET;U17 hommes;VELO CLUB SANSAC ARPAJON ;Route;15;SANSAC DE MARMIESSE
19/03/23;19/03/23;SOUVENIR JACQUES MARTINET;U15 hommes;VELO CLUB SANSAC ARPAJON ;Route;15;SANSAC DE MARMIESSE
19/03/23;19/03/23;CHALLENGE RENE ISSIOT;Open2 hommes et +;VELO CLUB SANSAC ARPAJON ;Route;15;SANSAC DE MARMIESSE
19/03/23;19/03/23;PRIX DE LA MUNICIPALITE;U17 hommes;V.C. VAULX EN VELIN;Route;69;VAULX-EN-VELIN
19/03/23;19/03/23;PRIX DE LA MUNICIPALITE;Ecole de route;V.C. VAULX EN VELIN;Route;69;VAULX-EN-VELIN
19/03/23;19/03/23;26E GRAND PRIX DU PRINTEMPS DE SALES;Open2 hommes et +;V.C. RUMILLIEN;Route;74;SALES
19/03/23;19/03/23;GRAND PRIX DE MONTMEYRAN;Open2 hommes et +;U.C. MONTMEYRAN VALENCE;Route;26;MONTMEYRAN
19/03/23;19/03/23;GRAND PRIX DE MONTMEYRAN FEMININES;Elites femmes (régional) et +;U.C. MONTMEYRAN VALENCE;Route;26;MONTMEYRAN
19/03/23;19/03/23;PRIX DE LA VILLE AUBENAS;Open3 hommes et +;U.C. ALBENASSIENNE;Route;7;AUBENAS
19/03/23;19/03/23;PRIX DE LA VILLE AUBENAS;U17 hommes;U.C. ALBENASSIENNE;Route;7;AUBENAS
19/03/23;19/03/23;PRIX DE LA VILLE AUBENAS;U15 hommes;U.C. ALBENASSIENNE;Route;7;AUBENAS
19/03/23;19/03/23;INTER CLUB LOIRE;Ecole de route;SQUADRA SAINTE-ROMANAISE;Route;42;SAINT CYR LES VIGNES
19/03/23;19/03/23;PRIX DE BOURG EN BRESSE;Ecole de route;E.C. BOURG EN BRESSE;Route;1;BOURG EN BRESSE
19/03/23;19/03/23;GRAND PRIX DU CROS;Open1 hommes et +;CLASSIC JEAN PATRICK DUBUISSON ORGANISATIONS ;Route;3;DOMERAT
18/03/23;18/03/23;10ÈME TOUR DU PAYS SAINT POURCINOIS;Elites hommes (régional) et +;U C VARENNES SAINT POURCAIN ;Route;3;SAINT-POURÇAIN SUR SIOULE
12/03/23;12/03/23;2EME PRIX DE SAINT MAURICE DE SAINT REMENS ;Access hommes;VELO CLUB D'AMBERIEU;Route;1;SAINT MAURICE DE REMENS
12/03/23;12/03/23;2EME PRIX DE SAINT MAURICE DE SAINT REMENS ;Open2 hommes et +;VELO CLUB D'AMBERIEU;Route;1;SAINT MAURICE DE REMENS
12/03/23;12/03/23;2EME PRIX DE SAINT MAURICE DE SAINT REMENS ;U17 hommes;VELO CLUB D'AMBERIEU;Route;1;SAINT MAURICE DE REMENS
12/03/23;12/03/23;2EME PRIX DE SAINT MAURICE DE SAINT REMENS ;U15 hommes;VELO CLUB D'AMBERIEU;Route;1;SAINT MAURICE DE REMENS
12/03/23;12/03/23;GRAND PRIX DE BOURG-DE-PEAGE;Open2 hommes et +;V.S. ROMANAIS PEAGEOIS;Route;26;BOURG-DE-PEAGE
12/03/23;12/03/23;CRITERIUM DES JEUNES CYCLES SONIER;Ecole de route;SARRAS ST VALLIER CYCLISME;Route;26;BEAUSEMBLANT
12/03/23;12/03/23;GRAND PRIX D ALLEVARD ET DE LA CHAPELLE DU BARD ;U17 hommes;G.M.C. 38 (EYBENS FORMATION);Route;38;ALLEVARD
12/03/23;12/03/23;GRAND PRIX D ALLEVARD ET DE LA CHAPELLE DU BARD;Elites hommes (régional) et +;G.M.C. 38 (EYBENS FORMATION);Route;38;ALLEVARD
12/03/23;12/03/23;GRAND PRIX D ALLEVARD ET DE LA CHAPELLE DU BARD ;Open3 hommes et +;G.M.C. 38 (EYBENS FORMATION);Route;38;ALLEVARD
12/03/23;12/03/23;PRIX DE LA ZONE INDUSTRIELLE DE CUSSET;Elites femmes (régional) et +;AVENIR CYCLISTE CUSSET ;Route;3;CUSSET
12/03/23;12/03/23;PRIX DE LA ZONE INDUSTRIELLE DE CUSSET;Ecole de route;AVENIR CYCLISTE CUSSET ;Route;3;CUSSET
12/03/23;12/03/23;PRIX DE LA ZONE INDUSTRIELLE DE CUSSET;U17 hommes;AVENIR CYCLISTE CUSSET ;Route;3;CUSSET
12/03/23;12/03/23;PRIX DE LA ZONE INDUSTRIELLE DE CUSSET;U15+U17 femmes;AVENIR CYCLISTE CUSSET ;Route;3;CUSSET
12/03/23;12/03/23;PRIX DE LA ZONE INDUSTRIELLE DE CUSSET;Elites femmes (régional) et +;AVENIR CYCLISTE CUSSET ;Route;3;CUSSET
12/03/23;12/03/23;PRIX DE LA ZONE INDUSTRIELLE DE CUSSET;Access hommes;AVENIR CYCLISTE CUSSET ;Route;3;CUSSET
12/03/23;12/03/23;PRIX DE LA ZONE INDUSTRIELLE DE CUSSET;Open1 hommes et +;AVENIR CYCLISTE CUSSET ;Route;3;CUSSET
11/03/23;11/03/23;PRIX TARARE POPEY;U15+U17 femmes;A.C. TARARE/POPEY;Route;69;SAINT ROMAIN DE POPEY
11/03/23;11/03/23;PRIX TARARE POPEY;U15 hommes;A.C. TARARE/POPEY;Route;69;SAINT ROMAIN DE POPEY
11/03/23;11/03/23;PRIX TARARE POPEY;Access hommes;A.C. TARARE/POPEY;Route;69;SAINT ROMAIN DE POPEY
11/03/23;11/03/23;PRIX TARARE POPEY;Open2 hommes et +;A.C. TARARE/POPEY;Route;69;SAINT ROMAIN DE POPEY
11/03/23;11/03/23;PRIX TARARE POPEY;U17 hommes;A.C. TARARE/POPEY;Route;69;SAINT ROMAIN DE POPEY
05/03/23;05/03/23;PRIX D'OUVERTURE DE SAINT CONSTANT;Open1 hommes et +;VELO CLUB MAURSOIS ;Route;15;SAINT CONSTANT
05/03/23;05/03/23;PRIX D'OUVERTURE DE SAINT CONSTANT;U17 hommes;VELO CLUB MAURSOIS ;Route;15;SAINT CONSTANT
05/03/23;05/03/23;PRIX D'OUVERTURE DE SAINT CONSTANT;U15 hommes;VELO CLUB MAURSOIS ;Route;15;SAINT CONSTANT
05/03/23;05/03/23;PRIX D'OUVERTURE DE SAINT CONSTANT;Ecole de route;VELO CLUB MAURSOIS ;Route;15;SAINT CONSTANT
05/03/23;05/03/23;PRIX AUTO PIECES AUVERGNE;Open2 hommes et +;V C COURNON D'AUVERGNE;Route;63;COURNON D'AUVERGNE
05/03/23;05/03/23;PRIX AUTO PIECES AUVERGNE;U17 hommes;V C COURNON D'AUVERGNE;Route;63;COURNON D'AUVERGNE
05/03/23;05/03/23;PRIX AUTO PIECES AUVERGNE;Access hommes;V C COURNON D'AUVERGNE;Route;63;COURNON D'AUVERGNE
05/03/23;05/03/23;PRIX AUTO PIECES AUVERGNE;Ecole de route;V C COURNON D'AUVERGNE;Route;63;COURNON D'AUVERGNE
05/03/23;05/03/23;PRIX AUTO PIECES AUVERGNE;U15+U17 femmes;V C COURNON D'AUVERGNE;Route;63;COURNON D'AUVERGNE
05/03/23;05/03/23;PRIX AUTO PIECES AUVERGNE;Elites femmes (régional) et +;V C COURNON D'AUVERGNE;Route;63;COURNON D'AUVERGNE
05/03/23;05/03/23;GRAND PRIX DE SAINT JAMES VELO CLUB SOUVENIR ANDRE REBOUL;Open2 hommes et +;SJVC MONTELIMAR;Route;26;MONTELIMAR
05/03/23;05/03/23;GRAND PRIX DE CHAVANOZ;Ecole de route;CHARVIEU CHAVAGNEUX I.C.;Route;38;CHAVANOZ
05/03/23;05/03/23;GRAND PRIX DE CHAVANOZ SOUVENIR MONTOYA;Open1 hommes et +;CHARVIEU CHAVAGNEUX I.C.;Route;38;CHAVANOZ
26/02/23;26/02/23;PROLOGUE VALLEE DU BEDAT;Access hommes;VELO SPORT GERZATOIS ;Route;63;BLANZAT
26/02/23;26/02/23;CIRCUIT COMMUNES VALLEE DU BEDAT;Open2 hommes et +;VELO SPORT GERZATOIS ;Route;63;BLANZAT
26/02/23;26/02/23;CIRCUIT DE LA VALLEE DU BEDAT;Elite nationale hommes;E. C. CLERMONT-FERRAND ;Route;63;
26/02/23;26/02/23;FAUN DRÔME CLASSIC;UCI classe 1 et World Tour;BOUCLES DROME ARDECHE ORGANISATION;Route;7;
26/02/23;26/02/23;PROLOGUE FEMININ CIRCUIT DES COMMUNES VALLEE DU BEDAT;Elites femmes (régional) et +;ASPTT CLERMONT-FERRAND ;Route;63;BLANZAT
25/02/23;25/02/23;FAUN CLASSIC ARDECHE ENVIRONNEMENT;UCI classe 1 et World Tour;BOUCLES DROME ARDECHE ORGANISATION;Route;7;
