Du;Au;Nom de la course;Catégorie;Organisateur;Discipline;Département;lieu
11/06/23;11/06/23;GRAND PRIX ECOLE DES JEUNES SAINT CHAMOND;Ecole de route;C.R. ST CHAMOND;Route;42;SAINT CHAMOND
11/06/23;11/06/23;COUPE DE LA LOIRE BMX;BMX Racing;UNION BMX ROANNAIS;BMX;42;RIORGES
10/06/23;10/06/23;XC 29 KM (LE BELIER VTT);XC Toutes catégories;CLUB DES SPORTS DE LA CLUSAZ;VTT;74;LA CLUSAZ
10/06/23;10/06/23;XC 17 KM (LE BELIER VTT) ;XC Toutes catégories;CLUB DES SPORTS DE LA CLUSAZ;VTT;74;LA CLUSAZ
10/06/23;10/06/23;E-RANDO 29 KM (LE BELIER VTT);Randonnée;CLUB DES SPORTS DE LA CLUSAZ;VTT;74;LA CLUSAZ
10/06/23;10/06/23;XC KIDS (LE BELIER VTT);Ecole de VTT;CLUB DES SPORTS DE LA CLUSAZ;VTT;74;LA CLUSAZ
10/06/23;10/06/23;PRIX DE LA VILLE DE GERZAT;Open1 hommes et +;VELO SPORT GERZATOIS ;Route;63;GERZAT
10/06/23;10/06/23;JOURNEE JEUNESSE JOB ECOLES DE CYCLISME;Ecole de route;VELO CLUB AMBERTOIS ;Route;63;JOB
10/06/23;10/06/23;PETIT PRIX DE LA VILLE DE ROANNE;Ecole de route;V.C. ROANNAIS;Route;42;ROANNE
10/06/23;10/06/23;GRAND PRIX DE LA VILLE DE ROANNE OPEN 3 + ACCESS;Access hommes;V.C. ROANNAIS;Route;42;ROANNE
10/06/23;10/06/23;PETIT PRIX DE LA VILLE DE ROANNE;U17 hommes;V.C. ROANNAIS;Route;42;ROANNE
10/06/23;10/06/23;ARVE CHABLAIS TOUR - ETAPE 1;U15 hommes;TEAM ALLINGES PUBLIER;Route;74;ALLINGES
10/06/23;10/06/23;ARVE CHABLAIS TOUR - ETAPE 1;U17 hommes;TEAM ALLINGES PUBLIER;Route;74;ALLINGES
10/06/23;10/06/23;ARVE CHABLAIS TOUR - ETAPE 1;U15+U17 femmes;TEAM ALLINGES PUBLIER;Route;74;ALLINGES
10/06/23;10/06/23;TDJC HAUTE SAVOIE;Ecole de route;TEAM ALLINGES PUBLIER;Route;74;ALLINGES
10/06/23;10/06/23;TROPHEE DES GRIMPEURS COL DE LEGAL;Grimpée chronométrée;A C V AURILLACOIS ;Route;15;SAINT PROJET DE SALERS
10/06/23;10/06/23;MEGEVE MONT BLANC CYCLING GRAVEL;Chronométré;C.S. MEGEVE;Gravel;74;MEGEVE
09/06/23;11/06/23;TOUR DU BEAUJOLAIS;Elite nationale hommes;TOUR DU BEAUJOLAIS ORGANISATION;Route;69;
09/06/23;09/06/23;SEMI NOCTURNE GRAND PRIX VILLE D'YZEURE;Open2 hommes et +;R. O. MOULINS YZEURE AVERMES ;Route;3;YZEURE
04/06/23;04/06/23;TDJV DE MERIBEL;Ecole de VTT;C.S. MERIBEL;VTT;73;MERIBEL
04/06/23;04/06/23;COUPE AUVERGNE-RHÔNE-ALPES VTT XC #4;XC Toutes catégories;VELO CLUB DE BESSE ;VTT;63;BESSE 
04/06/23;04/06/23;MCT RANDONNÉE VAE ;Randonnée;LAC ALLIANCE CYCLISTE;VTT;74;MOTZ CHAUTAGNE
04/06/23;04/06/23;MCT KIDS - ANIMATION DRAISIENNES ET VÉLOS;Randonnée;LAC ALLIANCE CYCLISTE;VTT;74;MOTZ CHAUTAGNE
04/06/23;04/06/23;GRAND PRIX JEAN PIERRE FALCONNIER;Access hommes;U.C. CULOZ/BELLEY;Route;1;CULOZ
04/06/23;04/06/23;GRAND PRIX JEAN PIERRE FALCONNIER;Open2 hommes et +;U.C. CULOZ/BELLEY;Route;1;CULOZ
04/06/23;04/06/23;51E GRAND PRIX DE SARRAS;U17 hommes;SARRAS ST VALLIER CYCLISME;Route;7;SARRAS
04/06/23;04/06/23;51E GRAND PRIX DE SARRAS;U15 hommes;SARRAS ST VALLIER CYCLISME;Route;7;SARRAS
04/06/23;04/06/23;GALIBIER CHALLENGE;Cyclosportive;FRENCH ALPS EVENT;Route;73;SAINT-MICHEL DE MAURIENNE
04/06/23;04/06/23;GRAND PRIX DE SEYSSINET - SOUVENIR JEAN JACQUES ERRICO;Ecole de route;CYCL SEYSSINET SEYSSINS;Route;38;SEYSSINET
04/06/23;04/06/23;GRAND PRIX DE SEYSSINET - SOUVENIR JEAN JACQUES ERRICO;U17 hommes;CYCL SEYSSINET SEYSSINS;Route;38;SEYSSINET
04/06/23;04/06/23;GRAND PRIX DE SEYSSINET - SOUVENIR JEAN JACQUES ERRICO;Access hommes;CYCL SEYSSINET SEYSSINS;Route;38;SEYSSINET
04/06/23;04/06/23;CHAMPIONNATS AUVERGNE-RHÔNE-ALPES ROUTE ELITE & JUNIORS FEMMES;Elite femmes (régional) et +;C.R.4 CHEMINS/ROANNE;Route;42;SAINT JEAN SAINT MAURICE
04/06/23;04/06/23;CHAMPIONNATS AUVERGNE-RHÔNE-ALPES ROUTE ELITE HOMMES ;Elite hommes (régional) et +;C.R.4 CHEMINS/ROANNE;Route;42;SAINT JEAN SAINT MAURICE
04/06/23;04/06/23;ALPES GRESIVAUDAN CLASSIC - Coupe de France Femmes Elite FDJ #4;UCI Femmes;C.O.T.N.I.;Route;38;
04/06/23;04/06/23;LA FAUCIGNY-GLIERES;Cyclosportive;BONNEVILLE ARVE ET BORNE CYCLISME;Route;74;BONNEVILLE - PLATEAU DE SOLAISON
04/06/23;11/06/23;CRITERIUM DU DAUPHINE;UCI classe 1 et World Tour;A.S.O;Route;38;
03/06/23;03/06/23;TROPHEE DES GRIMPEURS MONTEE DE LA CROIX ROBERT;Grimpée chronométrée;TEAM CHATEL GUYON;Route;63;LAC CHAMBON
03/06/23;04/06/23;CHALLENGE FRANCE SUD-EST #3 - Montmélian;BMX Racing;MONTMELIAN BMX;BMX;73;MONTMELIAN
03/06/23;03/06/23;FETE DU VELO - AU FIL DE LA LOIRE;Randonnée;UNION CYCLISTE LE PUY EN VELAY ;VTT;43;BRIVES-CHARENSAC
03/06/23;04/06/23;AURA DH CUP #2 CORMAVANCHE;DH Toutes catégories;U.C.H.A.V. PAYS DE L'AIN VTT;VTT;1;PLATEAU D'HAUTEVILLE
03/06/23;03/06/23;MOTZ CROSS COUNTRY ANIMATION;XC Toutes catégories;LAC ALLIANCE CYCLISTE;VTT;74;MOTZ CHAUTAGNE
03/06/23;03/06/23;MOTZ CROSS COUNTRY VTT (ELIMINATOIRE ET SHORT TRACK);XC Toutes catégories;LAC ALLIANCE CYCLISTE;VTT;74;MOTZ CHAUTAGNE
03/06/23;04/06/23;A TRAVERS LE BEAUJOLAIS FEDERAL JUNIORS;U19 hommes fédéral;V.C. VILLEFRANCHE BEAUJOLAIS;Route;69;
03/06/23;03/06/23;A TRAVERS LE BEAUJOLAIS COUPE DE FRANCE DEPARTEMENT MINIMES CADETTES COURSE EN LIGNE;U15+U17 femmes;V.C. VILLEFRANCHE BEAUJOLAIS;Route;69;
03/06/23;03/06/23;A TRAVERS LE BEAUJOLAIS COUPE DE FRANCE DEPARTEMENT CADETS COURSE EN LIGNE;U15 hommes;V.C. VILLEFRANCHE BEAUJOLAIS;Route;69;
03/06/23;03/06/23;A TRAVERS LE BEAUJOLAIS COUPE DE FRANCE DES DEPARTEMENTS CADETS SUD EST - CLM INDIVIDUEL;U17 hommes;V.C. VILLEFRANCHE BEAUJOLAIS;Route;69;
03/06/23;03/06/23;A TRAVERS LE BEAUJOLAIS COUPE DE FRANCE DES DEPARTEMENTS MINIMES CADETTES SUD EST - CLM INDIVIDUEL;U15+U17 femmes;V.C. VILLEFRANCHE BEAUJOLAIS;Route;69;
03/06/23;03/06/23;FETE DU VELO - AU FIL DE LA LOIRE;Randonnée;UNION CYCLISTE LE PUY EN VELAY ;Route;43;BRIVES-CHARENSAC
03/06/23;03/06/23;SOUVENIR J LUC FELIX PRIX DE PERREX;Open2 hommes et +;ST DENIS CYCLISME;Route;1;PERREX
03/06/23;03/06/23;SOUVENIR J LUC FELIX PRIX DE PERREX;Access hommes;ST DENIS CYCLISME;Route;1;PERREX
03/06/23;03/06/23;LA CLASSIQUE DES ALPES JUNIORS CDF U19;UCI Juniors;C.O.T.N.I.;Route;38;
03/06/23;03/06/23;2EME NOCTURNE DES DRONIERES;Open2 hommes et +;ANNECY CYCLISME COMPETITION;Route;74;CRUSEILLES
03/06/23;03/06/23;GRAVEL MAURIENNE EXPERIENCE ;Non Chronométré;FRENCH ALPS EVENT;Gravel;73;SAINT-MICHEL DE MAURIENNE 
02/06/23;02/06/23;COUPE AUVERGNE-RHÔNE-ALPES ENDURO #1 VELO VERT FESTIVAL;Enduro;CA ROULE;VTT;74;SAMOENS 74
02/06/23;04/06/23;VELO VERT FESTIVAL;XC Toutes catégories;ÇA ROULE;VTT;74;SAMOENS 74
29/05/23;29/05/23;GFNY VILLARD DE LANS;Cyclosportive;ASPTT MULHOUSE CYCLISME;Route;38;VILLARD DE LANS
29/05/23;29/05/23;GRAND PRIX D ALLEGRE;Open3 hommes et +;VELO CLUB DU VELAY ;Route;43;ALLÈGRE
29/05/23;29/05/23;PROLOGUE GRAND PRIX D ALLEGRE;Access hommes;VELO CLUB DU VELAY ;Route;43;ALLÈGRE
29/05/23;29/05/23;PROLOGUE GRAND PRIX D ALLEGRE;U17 hommes;VELO CLUB DU VELAY ;Route;43;ALLÈGRE
29/05/23;29/05/23;PROLOGUE GRAND PRIX D ALLEGRE;Ecole de route;VELO CLUB DU VELAY ;Route;43;ALLÈGRE
28/05/23;28/05/23;COUPE AUVERGNE-RHÔNE-ALPES TRIAL #2;Trial Toutes catégories;CRAN GEVRIER VTT;VTT;74;CRAN GEVRIER
28/05/23;28/05/23;TDJV 74 ACC DU SEMNOZ ;Ecole de VTT;ANNECY CYCLISME COMPETITION;VTT;74;LES PUISOTS
28/05/23;28/05/23;CIRCUIT DES MONTS DU LIVRADOIS;Elite nationale hommes;VELO CLUB AMBERTOIS ;Route;63;
28/05/23;28/05/23;GRAND PRIX DE LA MUNICIPALITE ;U17 hommes;U.C. GESSIENNE;Route;1;PREVESSIN MOENS
28/05/23;28/05/23;GRAND PRIX DE LA MUNICIPALITE ;Open1 hommes et +;U.C. GESSIENNE;Route;1;PREVESSIN MOENS
28/05/23;28/05/23;PRIX D ATTENTE DU TVM;U17 hommes;TEAM CYCLISTE MONTLUCON;Route;3;MONTLUÇON
28/05/23;28/05/23;PRIX D ATTENTE DU TVM;Ecole de route;TEAM CYCLISTE MONTLUCON;Route;3;MONTLUÇON
28/05/23;28/05/23;GRAND PRIX DE SAINT CLAIR DE LA TOUR;U17 hommes;EC SAINTE CLAIROISE;Route;38;BELLEFONTAINE, ROUTE DE LA CHAPELLE DE LA TOUR
28/05/23;28/05/23;GRAND PRIX DE SAINT CLAIR DE LA TOUR;Access hommes;EC SAINTE CLAIROISE;Route;38;BELLEFONTAINE, ROUTE DE LA CHAPELLE DE LA TOUR
28/05/23;28/05/23;GRAND PRIX DE SAINT CLAIR DE LA TOUR;U15 hommes;EC SAINTE CLAIROISE;Route;38;BELLEFONTAINE, ROUTE DE LA CHAPELLE DE LA TOUR
28/05/23;28/05/23;PRIX DE L'ESCUDILLIERS;Open1 hommes et +;A C V AURILLACOIS ;Route;15;AURILLAC
28/05/23;28/05/23;TROPHÉE RÉGIONAL DU JEUNE CYCLISTE;Ecole de route;UC TAIN TOURNON;Route;7;EN ATTENTE D'AUTORISATION
27/05/23;27/05/23;TROPHÉE RÉGIONAL DU JEUNE CYCLISTE;Ecole de route;UC TAIN TOURNON;Route;26;EN ATTENTE D'AUTORISATION
27/05/23;27/05/23;TROPHEE DES GRIMPEURS MONTEE AGGLO TOUR ISSOIRE TOUR;Grimpée chronométrée;ISSOIRE SPORT ORGANISATION ;Route;63;ARDE/COUZE
27/05/23;27/05/23;PROLOGUE DURTORCCHA;Access hommes;VELO SPORT GERZATOIS ;Route;63;CHANAT
27/05/23;27/05/23;PROLOGUE DURTORCCHA;Open2 hommes et +;VELO SPORT GERZATOIS ;Route;63;CHANAT
27/05/23;27/05/23;GRIMPEE DES VOIRONS;Grimpée chronométrée;V.C. DOUVAINE;Route;74;BONS EN CHABLAIS
27/05/23;27/05/23;LA DURTORCCHA;Elite nationale hommes;V C COURNON D'AUVERGNE;Route;63;
27/05/23;28/05/23;CHAMPIONNATS AUVERGNE-RHÔNE-ALPES BMX;BMX Racing;BMX MARCELLINOIS;BMX;42;SAINT MARCELLIN EN FOREZ
26/05/23;26/05/23;GRAND PRIX DE LA MUNICIPALITE SAINT GENIS POUILLY;U15 hommes;U.C. GESSIENNE;Route;1;SAINT GENIS POUILLY
26/05/23;28/05/23;TOUR DE LA VALLÉE MONTLUCONNAISE;Elite hommes (régional) et +;TEAM CYCLISTE MONTLUCON;Route;3;MONTLUÇON ET ALENTOURS
26/05/23;26/05/23;PRIX DE PERONNAS;Open2 hommes et +;BOURG EN BRESSE AIN CYCLISME;Route;1;PERONNAS
24/05/23;28/05/23;ALPES ISERE TOUR;UCI classe 2;C.O.T.N.I.;Route;38;
21/05/23;21/05/23;RENCONTRE DES ÉCOLES DE CYCLISME AUBENAS;Ecole de route;U.C. ALBENASSIENNE;Route;7;AUBENAS
21/05/23;21/05/23;PRIX CYCLISTE DE VANDEINS;Open2 hommes et +;ST DENIS CYCLISME;Route;1;VANDEINS
21/05/23;21/05/23;PRIX CYCLISTE DE VANDEINS;Access hommes;ST DENIS CYCLISME;Route;1;VANDEINS
21/05/23;21/05/23;TROPHEE DU PUY MARY GRAND SITE 3ÈME EPREUVE;Grimpée chronométrée;SPRINTER CLUB AURILLACOIS;Route;15;MANDAILLES ST JULIEN / PUY MARY
21/05/23;21/05/23;TROPHEE DU PUY MARY GRAND SITE 2ÈME EPREUVE;Grimpée chronométrée;SPRINTER CLUB AURILLACOIS;Route;15;LE FALGOUX / LE PUY MARY
21/05/23;21/05/23;TROPHEE V.LAVENU FEMININES MINIMES CADETTES U15+U17;U15+U17 femmes;LA MOTTE SERVOLEX CYCLISME;Route;73;LA MOTTE-SERVOLEX
21/05/23;21/05/23;GRAND PRIX ACS KONICA MINOLTA;Access hommes;LA MOTTE SERVOLEX CYCLISME;Route;73;LA MOTTE-SERVOLEX
21/05/23;21/05/23;GRAND PRIX DE LA VILLE DE LA MOTTE;Open2 hommes et +;LA MOTTE SERVOLEX CYCLISME;Route;73;LA MOTTE-SERVOLEX
21/05/23;21/05/23;CYCLOTOUR DU LEMAN;Cyclosportive;HAUTE SAVOIE MT BLANC CYC;Route;74;AUTOUR DU LEMAN
21/05/23;21/05/23;PRIX DE LA MUNICIPALITE DE PONTGIBAUD;Ecole de route;E. C. CLERMONT-FERRAND ;Route;63;PONTGIBAUD
21/05/23;21/05/23;PRIX DE LA MUNICIPALITE DE PONTGIBAUD;Open2 hommes et +;E. C. CLERMONT-FERRAND ;Route;63;PONTGIBAUD
20/05/23;21/05/23;AURA DH CUP #1;DH Toutes catégories;V.C. ST JULIEN EN GENEVOIS;VTT;74;MANIGOD
20/05/23;21/05/23;TRJV AUVERGNE-RHÔNE-ALPES #4;Ecole de VTT;VELO CLUB DE BESSE ;VTT;63;SUPER BESSE
20/05/23;20/05/23;TROPHEE DU PUY MARY GRAND SITE 1ÈRE EPREUVE;Grimpée chronométrée;SPRINTER CLUB AURILLACOIS;Route;15;DIENNE / PUY MARY
20/05/23;20/05/23;GRAND PRIX DE LA VILLE DE CORBAS;Elite femmes (régional) et +;CORBAS LYON METROPOLE;Route;69;CORBAS
20/05/23;20/05/23;GRAND PRIX DE LA VILLE DE CORBAS;Access hommes;CORBAS LYON METROPOLE;Route;69;CORBAS
20/05/23;20/05/23;GRAND PRIX DE LA VILLE DE CORBAS;Open1 hommes et +;CORBAS LYON METROPOLE;Route;69;CORBAS
20/05/23;20/05/23;GRAND PRIX DE LA VILLE DE CORBAS;U17 hommes;CORBAS LYON METROPOLE;Route;69;CORBAS
20/05/23;20/05/23;GRAND PRIX DE LA VILLE DE CORBAS;Ecole de route;CORBAS LYON METROPOLE;Route;69;CORBAS
19/05/23;19/05/23;LA PASTOURELLE;XC Toutes catégories;A C V AURILLACOIS ;VTT;15;SALERS
18/05/23;18/05/23;LES TROIS COLS MATERIEL-VELO.COM ;Cyclosportive;TOUR ATHLETIC CLUB;Route;69;LA TOUR DE SALVAGNY
18/05/23;18/05/23;TROPHEE DES FAMILLES;BMX Racing;B.C. PORTOIS;BMX;26;PORTES LES VALENCE 
17/05/23;17/05/23;SEMI NOCTURNE PRIX AVERMES;U19 hommes régional;R. O. MOULINS YZEURE AVERMES ;Route;3;AVERMES
17/05/23;17/05/23;SEMI NOCTURNE PRIX AVERMES;Open2 hommes et +;R. O. MOULINS YZEURE AVERMES ;Route;3;AVERMES
14/05/23;14/05/23;TROPHEE DES GRIMPEURS MONTEE DE SUPER BESSE;Grimpée chronométrée;V C DE BESSE;Route;63;SUPER BESSE
14/05/23;14/05/23;TDJV 01-69 5EME MANCHE TDJV RHONE AIN (TR/XCO);Ecole de VTT;V.C. BRIGNAIS;VTT;69;BRIGNAIS
14/05/23;14/05/23;TDJV 74 CHALLENGE DES FIZ;Ecole de VTT;U.C. PASSY MONT BLANC;VTT;74;PASSY STATION DE SKI PLAINE JOUX
14/05/23;14/05/23;COUPE AUVERGNE-RHÔNE-ALPES VTT XC #3;XC Toutes catégories;GOLENE EVASION;VTT;43;SAINTE SIGOLENE
14/05/23;14/05/23;TDJV 03 CHARMEIL VTT;Ecole de VTT;CHARMEIL VTT ;VTT;3;LA PRUGNE
14/05/23;14/05/23;KILOMETRE MONTBRISONNAIS;Ecole de route;V.C. MONTBRISONNAIS;Route;42;MONTBRISON
14/05/23;14/05/23;KILOMETRE MONTBRISONNAIS;U17 hommes;V.C. MONTBRISONNAIS;Route;42;MONTBRISON
14/05/23;14/05/23;GRAND PRIX D'ALPESPACE;Ecole de route;U.C. PONTCHARRA;Route;38;PONTCHARRA
14/05/23;14/05/23;GRAND PRIX DE LA MUNICIPALITE;Access hommes;S.C. BOURG LES VALENCE;Route;26;BOURG LES VALENCE
14/05/23;14/05/23;GRAND PRIX DES ETS ARLOGIS CADETS;U17 hommes;S.C. BOURG LES VALENCE;Route;26;BOURG LES VALENCE
14/05/23;14/05/23;GRAND PRIX DES ETS LECLERC MINIMES;U15 hommes;S.C. BOURG LES VALENCE;Route;26;BOURG LES VALENCE
14/05/23;14/05/23;PRIX JEAN MICHEL BOURGEOT;U17 hommes;R. O. MOULINS YZEURE AVERMES ;Route;3;YZEURE
14/05/23;14/05/23;PRIX JEAN MICHEL BOURGEOT;U15+U17 femmes;R. O. MOULINS YZEURE AVERMES ;Route;3;YZEURE
14/05/23;14/05/23;PRIX JEAN MICHEL BOURGEOT;U15 hommes;R. O. MOULINS YZEURE AVERMES ;Route;3;YZEURE
14/05/23;14/05/23;PRIX JEAN MICHEL BOURGEOT;Ecole de route;R. O. MOULINS YZEURE AVERMES ;Route;3;YZEURE
14/05/23;14/05/23;GRAND PRIX VISIONIS (GUEREINS);U17 hommes;U.C. BELLEVILLOISE;Route;69;BELLEVILLE
14/05/23;14/05/23;GRAND PRIX VISIONIS (GUEREINS);Ecole de route;U.C. BELLEVILLOISE;Route;69;BELLEVILLE
14/05/23;14/05/23;LA THONON LES BAINS  CYCLING RACE;Cyclosportive;CHABLAIS LEMAN SPORT ORGANISATION;Route;74;THONON LES BAINS
14/05/23;14/05/23;BOURG ARBENT BOURG;Elite nationale hommes;BOURG EN BRESSE AIN CYCLISME;Route;1;BOURG EN BRESSE
14/05/23;14/05/23;PRIX DES MUNICIPALITES BOURG ET ARBENT;Elite nationale hommes;BOURG EN BRESSE AIN CYCLISME;Route;1;BOURG EN BRESSE
13/05/23;13/05/23;3 ème ETAPE TOUR DU CANTAL U17;U17 hommes;U.C. RIOM ES MONTAGNE;Route;15;YDES
13/05/23;13/05/23;TROPHEE DES GRIMPEURS MONTEE SANCY OUEST;Grimpée chronométrée;V C DE BESSE;Route;63;LA TOUR D AUVERGNE
13/05/23;14/05/23;CHALLENGE FRANCE SUD-EST #2 - Lempdes;BMX Racing;LEMPDES BMX AUVERGNE;BMX;63;LEMPDES
13/05/23;13/05/23;TDJV 43 GOLENE EVASION;Ecole de VTT;GOLENE EVASION;VTT;43;SAINTE SIGOLENE
13/05/23;13/05/23;GRAND PRIX DE LA VILLE D APPRIEU;Access hommes;UNION CYCLISTE RIVOISE;Route;38;APPRIEU
13/05/23;13/05/23;MANCHE TDJC HAUTE SAVOIE 2023;Ecole de route;U.C. SEYSSEL FRANGY;Route;74;BASE DE LOISIRS DE MOTZ (73)
13/05/23;13/05/23;ECOLE DE CYCLISME;Ecole de route;U.C. MONTMEYRAN VALENCE;Route;26;ROMANS
13/05/23;14/05/23;TOUR CYCLISTE AGGLO PAYS D ISSOIRE;Open1 hommes et +;ISSOIRE SPORT ORGANISATION ;Route;63;ISSOIRE
13/05/23;13/05/23;PRIX DE VARENNES SAINT SAUVEUR;Access hommes;E.C. BOURG EN BRESSE;Route;1;VARENNE SAINT SAUVEUR
13/05/23;13/05/23;PRIX DE VARENNES SAINT SAUVEUR;U17 hommes;E.C. BOURG EN BRESSE;Route;1;VARENNE SAINT SAUVEUR
13/05/23;13/05/23;PRIX DE VARENNES SAINT SAUVEUR;Ecole de route;E.C. BOURG EN BRESSE;Route;1;VARENNE SAINT SAUVEUR
13/05/23;14/05/23;CHAMPIONNATS AUVERGNE-RHÔNE-ALPES PISTE;Toutes catégories;Commission Piste;Piste;38;à confirmer
13/05/23;13/05/23;LA THONON LES BAINS CYCLING RACE GRAVEL;Chronométré;CHABLAIS LEMAN SPORT ORGANISATION;Gravel;74;THONON LES BAINS
08/05/23;08/05/23;CHAMPIONNATS DU PUY DE DOME;Elite femmes (régional) et +;VELO CLUB AMBERTOIS ;Route;63;LE BRUGERON
08/05/23;08/05/23;CHAMPIONNATS DU PUY DE DOME;U15+U17 femmes;VELO CLUB AMBERTOIS ;Route;63;LE BRUGERON
08/05/23;08/05/23;CHAMPIONNATS DU PUY DE DOME;Open1 hommes et +;VELO CLUB AMBERTOIS ;Route;63;LE BRUGERON
08/05/23;08/05/23;CHAMPIONNATS DU PUY DE DOME;U17 hommes;VELO CLUB AMBERTOIS ;Route;63;LE BRUGERON
08/05/23;08/05/23;CHAMPIONNATS DU PUY DE DOME;U15 hommes;VELO CLUB AMBERTOIS ;Route;63;LE BRUGERON
08/05/23;08/05/23;CHAMPIONNATS DU CANTAL;Open1 hommes et +;SPRINTER CLUB AURILLACOIS;Route;15;LADINHAC
08/05/23;08/05/23;CHAMPIONNATS DU CANTAL;U17 hommes;SPRINTER CLUB AURILLACOIS;Route;15;LADINHAC
08/05/23;08/05/23;CHAMPIONNATS DU CANTAL;Ecole de route;SPRINTER CLUB AURILLACOIS;Route;15;LADINHAC
08/05/23;08/05/23;GRAND PRIX LEO THOMAS;Ecole de route;G.O. LA LECHERE;Route;73;LA LÉCHÈRE
08/05/23;08/05/23;GRAND PRIX LEO THOMAS;U17 hommes;G.O. LA LECHERE;Route;73;LA LÉCHÈRE
08/05/23;08/05/23;GRAND PRIX LEO THOMAS;Access hommes;G.O. LA LECHERE;Route;73;LA LÉCHÈRE
07/05/23;07/05/23;LA RAND'HAUT DIOISE VTT;Randonnée;C.C DIE;VTT;26;DIE
07/05/23;07/05/23;DIEULEFIT DH URBAN RACE 2023;DH Toutes catégories;VELOXYROC DIEULEFIT;VTT;26;DIEULEFIT
07/05/23;07/05/23;COUPE AUVERGNE-RHÔNE-ALPES TRIAL #1;Trial Toutes catégories;TRIAL CLUB DES CRAMPONS.;VTT;43;SAINT MAURICE DE LIGNON
07/05/23;07/05/23;TOURELLOISE, MONTS DU LYONNAIS VTT;Randonnée;TAC VTT;VTT;69;LA TOUR DE SALVAGNY
07/05/23;07/05/23;GRAND PRIX DE LA ROCHE;Access hommes;UC TAIN TOURNON;Route;7;LA ROCHE DE GLUN
07/05/23;07/05/23;GRAND PRIX DE LA ROCHE U17;U17 hommes;UC TAIN TOURNON;Route;7;LA ROCHE DE GLUN
07/05/23;07/05/23;PETIT PRIX DE LA ROCHE DE GLUN;Ecole de route;UC TAIN TOURNON;Route;7;LA ROCHE DE GLUN
07/05/23;07/05/23;GRAND PRIX DES INDUSTRIES DE BELLEY;Access hommes;U.C. CULOZ/BELLEY;Route;1;BELLEY
07/05/23;07/05/23;GRAND PRIX DES INDUSTRIES DE BELLEY;Elite hommes (régional) et +;U.C. CULOZ/BELLEY;Route;1;BELLEY
07/05/23;07/05/23;TROPHEE AUVERGNE-RHÔNE-ALPES BMX;BMX Racing;BMX SPEED RACING;BMX;42;
06/05/23;06/05/23;PRIX DE VILLEFRANCHE SUR ALLIER;Open2 hommes et +;AUMANCE TRONCAIS CYCLISME ;Route;3;VILLEFRANCHE SUR ALLIER
06/05/23;07/05/23;TRJV AUVERGNE-RHÔNE-ALPES #3;Ecole de VTT;C.L.I.C. VTT;VTT;73;
06/05/23;07/05/23;TOUR DU PAYS D OLLIERGUES;U19 hommes fédéral;VELO CLUB AMBERTOIS ;Route;63;
06/05/23;06/05/23;ECOLE DE CYCLISME - JEUX ET SPRINTS;Ecole de route;LA MOTTE SERVOLEX CYCLISME;Route;73;LA MOTTE-SERVOLEX
06/05/23;06/05/23;GRAND PRIX DE SAINT PRIEST ECOLE DE CYCLISME;Ecole de route;E.C. SAINT PRIEST;Route;69;SAINT PRIESAINT
06/05/23;06/05/23;COUPE AUVERGNE-RHÔNE-ALPES PISTE;Toutes catégories;TEAM CYCLISTE MONTLUCON;Piste;3;COMMENTRY
06/05/23;07/05/23;TROPHEE AUVERGNE-RHÔNE-ALPES BMX ;BMX Racing;BMX SPEED RACING;BMX;42;SAINT GENESAINT MALIFAUX
01/05/23;01/05/23;PRIX CYCLISTE "AU MAGASIN DE VELO";Open1 hommes et +;SPRINTER CLUB AURILLACOIS;Route;15;AURILLAC
01/05/23;01/05/23;GRAND PRIX DE LA FETE DU TRAVAIL DE CRUAS;Open2 hommes et +;SJVC MONTELIMAR;Route;7;CRUAS
01/05/23;01/05/23;GRAND PRIX DE LA FETE DU TRAVAIL DE CRUAS;U17 hommes;SJVC MONTELIMAR;Route;7;CRUAS
01/05/23;01/05/23;GRAND PRIX DE LA FETE DU TRAVAIL DE CRUAS;U15 hommes;SJVC MONTELIMAR;Route;7;CRUAS
01/05/23;01/05/23;GRAND PRIX DE LA MUNICIPALITE;Open2 hommes et +;R.O. CHAMBON FEUGEROLLES;Route;42;CHAMBON FEUGEROLLES
01/05/23;01/05/23;GRAND PRIX DE LA MUNICIPALITE;U17 hommes;R.O. CHAMBON FEUGEROLLES;Route;42;CHAMBON FEUGEROLLES
01/05/23;01/05/23;GRAND PRIX DE CHAVANOD;Access hommes;E.S. SEYNOD;Route;74;CHAVANOD
01/05/23;01/05/23;GRAND PRIX DE CHAVANOD;Open1 hommes et +;E.S. SEYNOD;Route;74;CHAVANOD
01/05/23;01/05/23;GRAND PRIX DE LA VILLE DE FONTAINE;Ecole de route;A.S. FONTAINE;Route;38;FONTAINE
01/05/23;01/05/23;GRAND PRIX DE LA VILLE DE FONTAINE;U17 hommes;A.S. FONTAINE;Route;38;FONTAINE
01/05/23;01/05/23;GRAND PRIX DE LA VILLE DE FONTAINE;Access hommes;A.S. FONTAINE;Route;38;FONTAINE
30/04/23;30/04/23;COUPE DE LA LOIRE BMX;BMX Racing;UNION BMX ROANNAIS;BMX;42;RIORGES
30/04/23;30/04/23;TDJV 74 1ERE MANCHE TDJV HAUTE-SAVOIE;Ecole de VTT;V.C. RUMILLIEN;VTT;74;RUMILLY
